Rank,Method,WSADE,ADEv,ADEp,ADEb,WSFDE,FDEv,FDEp,FDEb
1438,eu-y-y,1.6308,2.6894,0.9829,2.3767,3.1455,4.893,2.0334,4.4889
1708,lyly,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1652,apo-e,4.7274,9.2885,2.2501,7.1118,8.7179,16.8821,4.2413,13.0979
1162,27_261,1.3774,2.367,0.8037,1.9901,2.5647,4.2442,1.5436,3.7298
1112,joint_v2_50,1.354,2.3022,0.8074,1.9331,2.556,4.1811,1.5657,3.6895
1346,qiu-111,1.5006,2.7248,0.8473,2.1099,2.8064,4.9348,1.6319,3.9678
1275,4173ly,1.4413,2.5257,0.8224,2.0872,2.697,4.5907,1.5682,3.9516
1422,dyint,1.6089,2.8336,1.0005,2.0994,2.995,5.288,1.8327,3.9749
1305,grip11,1.4655,2.5946,0.8686,2.0129,2.7504,4.7046,1.6836,3.7861
1380,txx-66,1.5655,2.5224,0.9956,2.198,3.0058,4.5452,2.0139,4.2212
1572,gripm7,1.9246,3.4378,1.1295,2.6452,3.5422,6.2254,2.1029,4.8976
1020,iu grip grip_bl,1.3258,2.1976,0.7888,1.9492,2.4784,3.9731,1.5194,3.6478
1467,tyuasdf1,1.6591,3.5841,0.7629,2.2717,3.2745,7.277,1.4672,4.4004
1744,test_test,294.4034,267.6676,306.8579,285.8739,295.5591,264.4706,310.1022,285.4803
1394,Expt52_1,1.5792,2.7515,0.9866,2.076,2.9267,5.1144,1.8001,3.908
1259,31_299,1.4335,2.4035,0.8681,2.0423,2.6568,4.2917,1.681,3.7432
1068,GRIP0018,1.3393,2.3016,0.7911,1.9099,2.5203,4.1726,1.5264,3.6383
1632,20220908003,3.9268,3.3383,4.2396,3.6372,4.7772,5.5332,4.5947,4.5709
1035,xriver007_my59_train_6all,1.3288,2.3976,0.7542,1.8718,2.5056,4.4304,1.4432,3.5565
1463,nozoom-nome,1.6555,2.6979,1.0101,2.4092,3.1935,4.9363,2.0743,4.5596
1354,fljas_vb1,1.5202,3.0917,0.8221,1.932,2.7712,5.5514,1.5184,3.5466
1537,lstm,1.7506,3.759,0.8183,2.3828,3.4543,7.8113,1.5656,4.4726
1571,ggggaqva,1.9154,5.3397,0.7445,1.8894,3.0123,7.1541,1.4102,3.4708
1643,l222gcn,4.2319,7.8194,2.3139,6.0273,7.7884,14.0428,4.4106,11.0077
1045,vi_model_m3_3_e11,1.3329,2.2673,0.7955,1.9001,2.4435,4.0386,1.5046,3.4686
1157,own_model_499,1.3724,2.2739,0.8545,1.9182,2.596,4.162,1.6747,3.6011
1124,s;dsd,1.3581,2.2946,0.7893,2.0064,2.5623,4.2152,1.5356,3.7665
1150,ttt102,1.3706,2.2006,0.8956,1.8682,2.4726,3.8315,1.6767,3.3356
1300,basic,1.4618,2.5767,0.8573,2.042,2.7305,4.6612,1.6461,3.834
1624,e-no-no,3.2078,7.1487,1.3153,4.6146,6.0694,13.1713,2.6266,8.6894
1229,27_297,1.4089,2.4339,0.8253,2.0157,2.6292,4.3799,1.5883,3.782
1313,gripori2,1.4713,2.5488,0.8849,2.0377,2.7407,4.5971,1.6811,3.8465
1233,st-lstm-1,1.4114,2.3621,0.8543,2.0159,2.6265,4.2639,1.6603,3.6854
1603,s-apo-3,2.461,3.8072,1.7458,3.1228,4.6452,6.9669,3.3735,5.8871
1725,heter3ca,97.4971,97.3366,97.9046,96.5689,98.5501,96.9575,100,96.1754
1404,RAW_ORACLE,1.5848,2.8809,0.9447,2.0939,2.9695,5.2471,1.8413,3.8734
1053,own_model(1)_050,1.3361,2.3644,0.7534,1.9377,2.5053,4.2769,1.4388,3.7065
1081,joint_v2_100,1.3427,2.2468,0.8157,1.9102,2.5462,4.084,1.5932,3.6607
1448,e-t-m,1.6366,2.7097,0.9775,2.3985,3.1533,4.9387,2,4.5709
1387,test007,1.5714,2.8897,0.8525,2.2681,2.9554,5.2884,1.648,4.2814
1179,LZZ0816,1.3872,2.12,0.9299,1.9264,2.4802,3.6849,1.6949,3.4554
1146,mid9,1.3689,2.3393,0.8003,1.9858,2.571,4.2002,1.5631,3.7469
1357,midn1,1.5257,2.5135,0.9278,2.2038,2.937,4.5322,1.9169,4.176
1199,DEBUG1531,1.3959,2.2573,0.892,1.9414,2.5389,4.036,1.6469,3.5295
1494,apo-3qiu,1.6952,3.1323,0.9096,2.4598,3.1923,5.7328,1.7772,4.6135
1680,sgsg2,18.5419,18.4509,18.6721,18.2815,38.409,37.0091,39.2406,37.4893
1669,sgsg5,14.0107,14.0947,14.0927,13.7183,29.6093,28.5723,30.3388,28.629
1065,ssssssss,1.3385,2.13,0.8687,1.8577,2.4074,3.6771,1.6065,3.3647
1515,lyly0101,1.7146,3.2384,0.8969,2.485,3.1754,5.8299,1.7134,4.6168
1266,uruzx,1.4365,2.2589,0.9473,1.9785,2.6,3.8733,1.8148,3.5126
1055,TypeL2Layer40,1.3366,2.3711,0.7571,1.9241,2.475,4.2547,1.4305,3.6108
1630,modeleth10,3.6292,7.9039,1.4826,5.4024,6.7544,14.3957,2.8787,10.0257
1077,vi_model_m4_3_e24,1.3418,2.2243,0.8541,1.8253,2.506,3.9653,1.6574,3.4166
1458,xriver007_my12_lstm_load,1.6446,2.6787,1.1113,2.1106,3.323,5.0339,2.4324,4.1156
1615,TP-GAT-1,2.9897,4.6531,1.9915,4.1091,5.7027,8.6502,3.8697,7.8558
1054,gate_v1_100,1.3364,2.2123,0.8138,1.9178,2.5101,4.0128,1.5732,3.6141
1599,lanni-104-11,2.3333,4.1444,1.3192,3.3606,4.3072,7.4677,2.5177,6.152
1461,nozoo-,1.6495,2.6765,1.0135,2.3928,3.1847,4.8779,2.0915,4.5276
1241,grip20-oriori,1.4208,2.5035,0.8238,2.0105,2.6804,4.5727,1.5899,3.8351
1369,Expt39,1.5537,2.7279,0.9312,2.1275,2.9306,4.9684,1.8086,4.036
1609,Aright_hv,2.5371,5.3184,0.724,4.7885,3.5403,7.0739,1.3913,5.9933
1425,dyint_fix_ph_enc,1.617,2.859,1.0138,2.0783,3.0683,5.4342,1.9224,3.9384
1189,GRL-1,1.3894,2.3622,0.8288,1.983,2.6342,4.2785,1.6285,3.791
1359,testzxcvc,1.5326,2.1644,1.1751,1.9009,2.8087,3.7294,2.2743,3.3805
1365,cripmm,1.5435,2.6452,0.9372,2.1404,2.8849,4.7877,1.7853,4.0541
1167,f_n_d86,1.3803,2.4059,0.7854,2.0164,2.5705,4.3996,1.4957,3.7411
1153,27_180,1.3707,2.3985,0.8008,1.9389,2.5587,4.3254,1.5311,3.6618
1549,vi_cut_model_m1_4_e13_dp,1.7799,2.9562,1.0753,2.568,3.2005,5.0888,2.0141,4.6118
1548,cripmm+,1.7759,2.7428,1.212,2.3835,3.4493,5.116,2.4579,4.5476
1061,stra1,1.3378,2.29,0.7897,1.9172,2.5813,4.2069,1.5893,3.7189
1691,trajectory_test_G,24.84,25.3984,24.3423,25.6445,26.3333,27.0485,25.7112,27.3234
1635,a2022090701,3.9287,3.3629,4.2117,3.6969,4.7551,5.57,4.5047,4.6743
1579,1301,1.9731,3.4007,1.206,2.6975,3.6033,5.9162,2.3323,4.8514
1475,apok16,1.67,2.6886,1.0278,2.4373,3.2433,4.8836,2.1332,4.6786
1276,klsdjfklsjadfpp,1.4418,2.2699,0.9883,1.8848,2.6619,3.9932,1.9062,3.4441
1205,28_209,1.398,2.4801,0.8297,1.9124,2.6809,4.5975,1.6459,3.667
1254,FKalman_T1,1.4304,2.5368,0.8112,2.0572,2.6545,4.5472,1.5625,3.8128
1329,mmcclstm2,1.4817,2.1905,1.1119,1.8124,2.5557,3.9091,1.7727,3.3895
1306,kljasd_vs_s,1.4657,3.0917,0.7448,1.8881,2.7047,5.5514,1.4316,3.4732
1156,28_250,1.3719,2.4434,0.7945,1.9201,2.5958,4.4787,1.5479,3.6469
1166,Expt57,1.3802,2.4486,0.8145,1.9001,2.5756,4.422,1.5632,3.5661
1470,noro-,1.6642,2.7365,0.9978,2.4462,3.2106,4.9961,2.0455,4.6592
1432,s-apo-11,1.6272,2.9276,0.9386,2.2604,3.0749,5.3027,1.8442,4.2941
1592,model-nom,2.1701,4.0228,1.0138,3.5342,4.1757,7.5043,1.9996,6.8866
1563,kam2245,1.8486,3.2936,1.037,2.6745,3.3184,5.6387,1.9289,4.8723
1686,Vi_model_m1_4_gt_c-05,22.8816,23.0095,22.8542,22.8376,22.9407,23.0622,22.7729,23.2724
1258,vi_model_3_e8,1.4333,2.3497,0.8638,2.1014,2.6535,4.1662,1.6578,3.9032
1282,tty-att1,1.4479,2.6937,0.7957,2.0347,2.7119,4.8877,1.5431,3.8152
1590,s-apo-4,2.155,3.6599,1.2968,3.0494,4.0205,6.6172,2.4815,5.7171
1706,216-tesy,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1509,lanni-00-01,1.7098,3.2411,0.8931,2.471,3.1666,5.8367,1.7062,4.5896
1064,gate_v1_16,1.3384,2.3121,0.7516,2.0003,2.5281,4.1772,1.4577,3.851
1246,kkkkkkkkkkkk,1.4253,2.2157,0.9472,1.9672,2.5278,3.7731,1.7398,3.4731
1701,test_ttt,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1252,msformer_24,1.43,2.4196,0.8247,2.1262,2.7215,4.4588,1.6082,4.0772
1036,testSubmission,1.3297,2.3681,0.7995,1.7835,2.378,4.1742,1.4626,3.1584
1428,dyint_noheading_60,1.625,2.8911,1.0046,2.1095,3.0053,5.2893,1.848,3.9802
1732,ag-ty4,99.7268,99.6673,99.7608,99.6912,99.7015,99.7115,99.6962,99.7066
1465,ccccc1,1.6563,3.5586,0.7795,2.2384,3.2752,7.4505,1.5009,4.157
1741,S-GAN_Res,99.9629,100,100,99.8315,99.9577,100,100,99.8078
1185,24_297,1.3889,2.2839,0.852,1.9906,2.6129,4.1247,1.6382,3.8084
1109,msformer_frame_conv_nd23,1.3535,2.281,0.8143,1.9318,2.5648,4.1381,1.6063,3.6617
1382,no_vel,1.5661,2.4396,1.0411,2.1561,2.8157,4.1635,1.9282,3.9304
1014,vi_model_3_e24,1.3247,2.2072,0.8137,1.8698,2.4633,3.9318,1.5721,3.4777
1223,qqqqqqqqp,1.4075,2.154,0.9883,1.8342,2.6055,3.8136,1.9062,3.351
1693,216-7,27.3776,29.2001,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1278,iiiiasdpvv,1.4432,3.0917,0.7321,1.8193,2.6642,5.5514,1.4097,3.3466
1614,GLSTM,2.905,4.8958,1.7815,4.0572,5.2188,8.5724,3.2661,7.3182
1107,28_228,1.3522,2.385,0.7976,1.8754,2.5603,4.3731,1.5526,3.5688
1670,20-81,14.9343,16.8759,13.9498,15.7649,23.3615,27.3239,21.4092,24.9062
1129,mid31,1.3595,2.3509,0.7801,1.9856,2.5712,4.2536,1.533,3.7788
1046,vi_model_m4_3_e11,1.3329,2.2848,0.7762,1.935,2.4783,4.0811,1.5038,3.5903
1080,test_grip_99,1.3426,2.2118,0.8237,1.9204,2.5315,4.0418,1.5908,3.6384
1041,Kam49,1.3304,2.2013,0.8361,1.8419,2.5096,3.9715,1.6386,3.4767
1414,apo-k4,1.5954,2.6421,0.9774,2.2733,3.0604,4.7846,1.9875,4.3215
1120,jonit_epoch100,1.3567,2.2771,0.8187,1.9382,2.5836,4.1852,1.5969,3.7289
1232,27_239,1.4095,2.4245,0.8321,2.0089,2.6692,4.4159,1.6198,3.8477
1690,MSAnet,24.1842,21.8112,26.4686,20.3188,44.8281,40.7131,49.199,37.0458
1628,3.3028,3.4131,5.1191,2.6063,3.9893,6.4903,9.5968,4.9872,7.629
1485,kam4007,1.6777,2.9095,0.9584,2.4541,3.0594,5.0063,1.8202,4.5563
1735,revision1_2s,99.7476,99.6743,99.8577,99.5242,100,100,100,100
1418,sggm7,1.6032,2.5556,1.0443,2.2107,3.0047,4.6539,2.0307,4.0732
1215,tty-atl,1.4035,2.6193,0.7657,1.9797,2.623,4.749,1.483,3.6958
1559,sdaffasdff5,1.803,3.8657,0.8238,2.5094,3.3667,7.2902,1.5561,4.5731
1318,EasyCase-3,1.4741,2.4338,0.8563,2.2305,2.6898,4.3767,1.6348,3.9378
1256,tncnet_ev,1.4332,2.2696,0.9883,1.8456,2.6697,4.0686,1.9062,3.411
1097,conv_w169,1.348,2.3694,0.7725,1.9368,2.526,4.2952,1.4878,3.6549
1435,bsbdj-p,1.6297,2.7203,0.9971,2.3059,2.9417,4.7892,1.9084,3.9861
1496,e-n-y,1.6964,2.7505,1.0534,2.4333,3.2836,5.0178,2.1908,4.588
1626,wwewwwp,3.221,2.2533,4.0597,1.8894,4.1722,4.0017,4.4971,3.4708
1723,weight_proximate,61.4781,69.405,61.3609,54.5807,115.5273,116.2624,121.9669,97.8819
1694,582866,27.3776,29.2001,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1391,apo-ori-no-yes-fake,1.5753,2.6656,0.9426,2.252,2.9958,4.8272,1.8775,4.2791
1032,apo-o,1.3281,2.4234,0.7411,1.88,2.4814,4.358,1.4422,3.5149
1417,lanni-03-79,1.5986,2.5951,0.9948,2.2846,3.0075,4.6747,1.9313,4.3289
1370,tt66,1.5542,2.7161,0.9039,2.2125,2.933,4.9009,1.781,4.1809
1128,lanni-2000-4,1.3583,2.4123,0.7783,1.9294,2.5392,4.3836,1.4918,3.6238
1399,bisgat,1.5847,3.043,0.9836,1.8436,2.7802,5.0913,1.7264,3.4572
1118,ff90,1.3545,2.3612,0.7939,1.9171,2.5468,4.2971,1.5407,3.608
1149,31_289,1.3705,2.3283,0.8327,1.9175,2.5456,4.1688,1.5962,3.5727
1209,atl-30,1.3991,2.6053,0.7615,1.9835,2.6066,4.7113,1.4628,3.7087
1304,undefined_01,1.464,2.5841,0.8617,2.0335,2.7418,4.6665,1.6707,3.8158
1500,modelk13,1.7029,2.7609,1.0634,2.4272,3.2523,4.9104,2.1764,4.5815
1114,aaaaE,1.3541,2.3754,0.7748,1.9527,2.5015,4.2464,1.4806,3.6066
1037,gripgatxing-gat80-e16,1.3301,2.3794,0.7641,1.8684,2.4757,4.2975,1.4591,3.4995
1291,AVAV,1.4542,2.5828,0.8426,2.0408,2.7132,4.6768,1.609,3.839
1540,sggp1,1.7567,3.1193,0.9921,2.5336,3.3226,5.747,1.9056,4.8541
1402,CorrectN1,1.5848,2.8809,0.9447,2.0939,2.9695,5.2471,1.8413,3.8734
1316,const_velocity,1.4723,2.5996,0.8154,2.1793,2.7321,4.6443,1.5828,4.0237
1533,sggm6,1.7454,3.1737,0.966,2.5015,3.2907,5.7996,1.8612,4.7785
1696,coreNet,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1562,ag_test,1.8371,2.6444,1.4126,2.2223,3.4154,4.6829,2.7105,4.1213
1678,sgnet_deter,16.0064,23.1366,13.8506,15.2078,17.5788,26.1004,14.5672,17.7715
1207,pedtestsdf,1.3982,2.3081,0.9006,1.8828,2.5218,3.9776,1.6975,3.3715
1017,TP_single,1.3253,2.3131,0.7753,1.8774,2.4499,4.15,1.4874,3.442
1366,cripmmm+,1.5471,2.5127,0.962,2.2117,2.9294,4.5943,1.8879,4.1618
1591,my_mc_net_test(CV),2.1663,3.2712,1.7006,2.3898,3.4698,5.6565,2.4852,4.0777
1098,lanni-502-76,1.3481,2.3987,0.7639,1.9331,2.5178,4.345,1.4708,3.6172
1716,srnn933,36.8096,29.0164,40.173,35.0273,40.7553,33.0867,42.7371,42.5019
1155,basic_multitype,1.3718,2.4353,0.7957,1.9239,2.5393,4.3782,1.5314,3.5248
1267,gre0,1.437,2.3217,0.9177,2.0019,2.629,4.0971,1.7198,3.6912
1294,GCCN,1.4557,2.4003,0.9321,1.9775,2.7784,4.413,1.8419,3.7612
1721,encdec,48.6043,45.7533,49.4659,48.9245,75.1965,67.8068,78.1433,74.1456
1383,tty67,1.5662,2.6717,0.9309,2.2362,2.9655,4.8436,1.8439,4.2149
1336,gggggggg_vvv,1.4844,3.0917,0.7822,1.8745,2.7242,5.5514,1.4878,3.4135
1711,test112,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1160,GRIP++150,1.3751,2.2382,0.862,1.9434,2.5473,3.9691,1.6675,3.5744
1482,cas29,1.6764,3.0232,1.0082,2.2136,3.186,5.503,2.0296,4.1283
1176,24_255,1.3851,2.2734,0.8577,1.9679,2.616,4.1364,1.6577,3.7602
1358,fljdaaa_v22_dss,1.5314,3.0917,0.8514,1.9057,2.7917,5.5514,1.5839,3.467
1184,vvvcxz,1.3887,2.2002,0.8983,1.9437,2.4998,3.8473,1.653,3.5072
1164,lanni-2000-1-2,1.3778,2.4113,0.8049,1.9486,2.5759,4.3867,1.5436,3.6512
1352,mid6,1.5158,2.4705,0.9325,2.1859,2.9014,4.4811,1.8656,4.1962
1134,grip_ori_50,1.3609,2.2034,0.8747,1.8769,2.5559,3.997,1.6941,3.5179
1362,qiujia-aapo,1.5404,2.786,0.8734,2.1666,2.8718,5.0401,1.6682,4.0739
1029,conv_w13,1.3272,2.2954,0.7715,1.9121,2.4861,4.1604,1.5048,3.5512
1504,mmclstm1,1.7041,3.0259,1.2403,1.7252,3.1779,5.0692,2.5112,3.2163
1436,s-apo-8,1.6298,2.9235,0.9527,2.2389,3.0805,5.2969,1.8777,4.2368
1062,mid24,1.3378,2.3695,0.7542,1.9385,2.5121,4.2813,1.4653,3.6635
1667,sgdg3,13.5611,13.4893,13.6323,13.4387,28.7051,27.3002,29.5001,27.8866
1617,l2gcn,2.9982,4.3089,2.1507,4.0409,5.4686,7.6177,4.0428,7.2736
1676,lylyly,15.2412,15.2554,15.2434,15.2225,15.2581,15.2141,15.1899,15.4781
1664,Vi_model_m1_4_gt_c05,7.6987,7.7671,7.6551,7.7514,7.8174,7.9586,7.676,8.0617
1198,mid10,1.3954,2.3517,0.8342,2.0055,2.6326,4.2354,1.6434,3.7835
1087,msformer_frame_conv_nd12,1.3446,2.3135,0.7949,1.9128,2.5647,4.2467,1.5747,3.6455
1653,WSTS,4.9191,9.4616,2.505,7.1538,8.8777,17.0806,4.4415,13.116
1213,mid13,1.4026,2.5205,0.8104,1.9477,2.4909,4.3281,1.4823,3.4799
1148,Expt53,1.3693,2.0862,0.9585,1.8007,2.5711,3.8029,1.8592,3.3282
1556,modelk2,1.7974,2.9346,1.1589,2.447,3.4861,5.3069,2.4468,4.5706
1517,4157,1.7146,3.2384,0.8969,2.485,3.1754,5.8299,1.7134,4.6168
1237,test_8.20,1.4131,2.4429,0.8308,2.0121,2.6167,4.3495,1.6056,3.7071
1695,baseline,27.3801,29.2125,26.7115,27.477,8.6089,16.6835,4.1972,12.8991
1187,27_270,1.3891,2.3782,0.8279,1.9696,2.5977,4.2889,1.6038,3.6804
1043,1gatxing-xy6-WSxy-2l-e32,1.3312,2.302,0.8207,1.7947,2.4793,4.1474,1.5948,3.2947
1538,kam3030,1.7531,3.0724,1.0071,2.5206,3.1826,5.3074,1.911,4.6034
1731,GRIP-2D5,98.9883,99.2324,98.9925,98.7552,100,100,100,100
1024,TESTVERSION2,1.326,2.3195,0.7463,1.951,2.5072,4.2519,1.4273,3.768
1712,zzzxczxczz,27.3998,29.2283,26.7301,27.5031,8.7535,16.7968,4.3364,13.0865
